,id,latitude,longitude,name,opening_hours,rating,utc_offset
294,ChIJ37L6N_1t5kcRPiJ7oAPawGk,48.8651169,2.369147,La Cantine de l'Embuscade,"{'0': [], '1': [], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 24.0}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 24.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 24.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 24.0}], '6': [{'_1': 19.5, '_2': 24.0}]}",4.3,60
295,ChIJBxqSKnxMHRUR6Ms3lbPIsUc,32.0777055,34.7684878,סיציליאנו,"{'0': [{'_1': 11.5, '_2': 23.0}], '1': [{'_1': 11.5, '_2': 23.0}], '2': [{'_1': 11.5, '_2': 23.0}], '3': [{'_1': 11.5, '_2': 23.0}], '4': [{'_1': 11.5, '_2': 23.0}], '5': [{'_1': 10.0, '_2': 15.0}], '6': [{'_1': 18.0, '_2': 24.0}]}",2.0,120
296,ChIJAQC0oxdu5kcRXtJEVpLb6gg,48.8676647,2.3477541,フレンチートゥゴー,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
297,ChIJ4-g2CBdu5kcRzxXr5lJ9Bwg,48.86793050000001,2.3482392,Foodi Jia-Ba-Buay,"{'0': [{'_1': 11.0, '_2': 15.0}], '1': [{'_1': 12.0, '_2': 14.5}], '2': [{'_1': 12.0, '_2': 14.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '6': [{'_1': 19.0, '_2': 22.0}]}",4.7,60
298,ChIJuWHpbRFu5kcRB_liGFJAGmE,48.8701991,2.3529787,Le Prado,"{'0': [{'_1': 7.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 7.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}]}",4.1,60
299,ChIJXfBaL9lx5kcRZPucPqaz0Hk,48.8534332,2.3379713,Hoisin,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
300,ChIJocC1Y3ly5kcRpIXzCzNEThM,48.85029309999999,2.403816,Lvh,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.5,60
301,ChIJnYLnmZly5kcRgpLV4MN4Rus,48.8464023,2.429108100000001,Chez Antoine,"{'0': [{'_1': 11.0, '_2': 23.0}], '1': [{'_1': 10.5, '_2': 15.0}, {'_1': 17.5, '_2': 23.0}], '2': [{'_1': 10.5, '_2': 15.0}, {'_1': 16.0, '_2': 23.0}], '3': [{'_1': 10.5, '_2': 15.0}, {'_1': 16.0, '_2': 23.0}], '4': [{'_1': 10.5, '_2': 15.0}, {'_1': 16.0, '_2': 23.0}], '5': [{'_1': 10.5, '_2': 23.0}], '6': [{'_1': 10.5, '_2': 23.0}]}",4.7,60
302,ChIJ15akshNu5kcRrHPQEnsvf_k,48.872988,2.354218,Mamie Burger Faubourg St-Denis,"{'0': [{'_1': 8.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.0, '_2': 24.0}]}",4.0,60
303,ChIJ8QIXbBpu5kcRNCFQyu9sca4,48.86528439999999,2.3526087,Restaurant Argane SMJ Samir,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
304,ChIJj08B9Blu5kcRsZpXw__LfoU,48.8652509,2.3505839,H H Paris,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
305,ChIJN555Og5u5kcRjcUnjYZH6DQ,48.8691593,2.3577426,Ciacco,"{'0': [], '1': [], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}]}",4.7,60
306,ChIJVSHnaxFu5kcR1nyBThZO4nM,48.8700737,2.352915799999999,Delicieux,"{'0': [{'_1': 10.0, '_2': 24.0}], '1': [{'_1': 10.0, '_2': 24.0}], '2': [{'_1': 10.0, '_2': 24.0}], '3': [{'_1': 10.0, '_2': 24.0}], '4': [{'_1': 10.0, '_2': 24.0}], '5': [{'_1': 10.0, '_2': 24.0}], '6': [{'_1': 10.0, '_2': 24.0}]}",4.7,60
307,ChIJ05dyZq5v5kcRUhoJU08o80Q,48.8891398,2.317956,Le Bocal,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
308,ChIJq9P75ZBx5kcRqL04ZVJF860,48.8278942,2.3495463,Pizza Cinq Diamants,"{'0': [], '1': [], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}]}",4.1,60
309,ChIJ9wPDGP1t5kcRuU-2tWgnWOQ,48.8644444,2.3701153,Ober Mamma,"{'0': [{'_1': 12.25, '_2': 15.5}, {'_1': 19.0, '_2': 24.0}, {'_1': 0.0, '_2': 1.0}], '1': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 14.25}, {'_1': 19.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 14.25}, {'_1': 19.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 14.25}, {'_1': 19.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 14.25}, {'_1': 18.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 14.25}, {'_1': 18.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 1.0}, {'_1': 12.25, '_2': 15.5}, {'_1': 18.0, '_2': 24.0}]}",4.4,60
310,ChIJXxWOR_hC5kcRDItQFeGADhI,49.0493692,2.3357184,Relais Des Chasseurs Au,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
311,ChIJX766O01u5kcR5rFhHgTNNhM,48.885351,2.3253306,Le Bouchon des Batignolles,"{'0': [{'_1': 12.0, '_2': 16.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 19.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}]}",4.1,60
312,ChIJJV7aHIAN5kcRNcr8CD6974k,48.879936,2.386241,Rosa Bonheur,"{'0': [{'_1': 10.0, '_2': 24.0}], '1': [], '2': [], '3': [], '4': [{'_1': 12.0, '_2': 24.0}], '5': [{'_1': 12.0, '_2': 24.0}], '6': [{'_1': 10.0, '_2': 24.0}]}",3.9,60
313,ChIJlfKL6Uxu5kcRPp9ZT5rFJuo,48.8833403,2.3255428,Restaurant Japonais Yamato,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.3,60
314,ChIJ05xmohRu5kcRaiApCWEexQc,48.8749954,2.3511162,66 YEAST,"{'0': [], '1': [{'_1': 12.0, '_2': 14.5}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '6': []}",4.4,60
315,ChIJ90RESwpu5kcRnldptNJUsus,48.87242329999999,2.3655424,La perla ai bisaitei,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
316,ChIJLe_gf6hqHRURvAWNBXSMYr4,32.3307915,34.8515517,Pizza Hut,"{'0': [{'_1': 11.0, '_2': 24.0}], '1': [{'_1': 11.0, '_2': 24.0}], '2': [{'_1': 11.0, '_2': 24.0}], '3': [{'_1': 11.0, '_2': 24.0}], '4': [{'_1': 11.0, '_2': 24.0}], '5': [{'_1': 11.0, '_2': 15.0}], '6': [{'_1': 17.75, '_2': 24.0}]}",3.5,120
317,ChIJ4wqtXSNy5kcR9srrmxgwK3g,48.8308653,2.3747326,YUMAN café et restaurant,"{'0': [], '1': [{'_1': 10.0, '_2': 14.5}], '2': [{'_1': 10.0, '_2': 14.5}, {'_1': 19.0, '_2': 24.0}], '3': [{'_1': 10.0, '_2': 14.5}, {'_1': 19.0, '_2': 24.0}], '4': [{'_1': 10.0, '_2': 14.5}, {'_1': 19.0, '_2': 24.0}], '5': [{'_1': 10.0, '_2': 14.5}, {'_1': 19.0, '_2': 24.0}], '6': [{'_1': 10.0, '_2': 24.0}]}",3.8,60
318,ChIJ-9MWiHZu5kcRlQ7AypiZQsQ,48.881656,2.366496,Wako,"{'0': [{'_1': 18.0, '_2': 23.0}], '1': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '2': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '3': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '4': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '5': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '6': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}]}",4.2,60
319,ChIJn16Z9hlu5kcRRf0KtC8HuNs,48.8652509,2.3505839,CHEZ ARSENE,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
320,ChIJ___PohRu5kcR8w6VWmWRkIQ,48.87509379999999,2.3509834,Paradis Trente Trois,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
321,ChIJ___jMRFu5kcRMOgO_IzZYv8,48.86931789999999,2.3515812,Sama baalbeck,"{'0': [], '1': [{'_1': 11.5, '_2': 21.0}], '2': [{'_1': 11.5, '_2': 21.0}], '3': [{'_1': 11.5, '_2': 21.0}], '4': [{'_1': 11.5, '_2': 21.0}], '5': [{'_1': 11.5, '_2': 21.0}], '6': [{'_1': 12.0, '_2': 21.5}]}",5.0,60
322,ChIJc0we7Hly5kcRAA8hqaBTTxk,48.8509004,2.4013065,Restaurant Chinois,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",1.0,60
323,ChIJYauphhlu5kcRjWBq2CaP6Qw,48.8640017,2.3503816,Matsushi,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
324,ChIJo25ItBZu5kcR2J88n12o0G4,48.8701873,2.3513897,Atelier Teullere,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
325,ChIJPbooHjpu5kcReCZ70_mYO3Q,48.8714854,2.3356743,Snc Resto Italiens,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
326,ChIJ6drsGDpu5kcRfxwba_TtgcA,48.87107959999999,2.3357588,Jjf3,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
327,ChIJA0hdxRlu5kcR6_cYlFPrids,48.8655579,2.3486599,Woo,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
328,ChIJLYfvzBNu5kcRW2ZfP1fdAcE,48.8719023,2.3539938,PARIS NEW YORK Faubourg Saint-Denis,"{'0': [{'_1': 12.0, '_2': 16.0}, {'_1': 19.0, '_2': 23.5}], '1': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '2': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '3': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '4': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '5': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '6': [{'_1': 12.0, '_2': 16.0}, {'_1': 19.0, '_2': 23.5}]}",4.2,60
329,ChIJPdBlkjxy5kcRb32WL5SlqmI,48.8315808,2.3782024,Korum Café,"{'0': [], '1': [{'_1': 7.0, '_2': 20.0}], '2': [{'_1': 7.0, '_2': 20.0}], '3': [{'_1': 7.0, '_2': 20.0}], '4': [{'_1': 7.0, '_2': 20.0}], '5': [{'_1': 7.0, '_2': 20.0}], '6': [{'_1': 13.0, '_2': 19.0}]}",3.2,60
330,ChIJTffNKnxMHRURV-GIkKYEvQw,32.0775839,34.7682229,Burger Bar 39,"{'0': [{'_1': 12.25, '_2': 24.0}], '1': [{'_1': 12.25, '_2': 24.0}], '2': [{'_1': 12.25, '_2': 24.0}], '3': [{'_1': 12.25, '_2': 24.0}], '4': [{'_1': 12.25, '_2': 24.0}], '5': [{'_1': 12.0, '_2': 17.0}], '6': [{'_1': 18.0, '_2': 24.0}]}",3.9,120
331,ChIJ_4_ubhpu5kcRVnA4ouw6Sas,48.8653115,2.3528175,La Cabane,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
332,ChIJJegNxnly5kcRdGKqAduRriE,48.8518485,2.4014182,Sanabile,"{'0': [], '1': [], '2': [], '3': [{'_1': 7.0, '_2': 20.0}], '4': [], '5': [], '6': []}",1.0,60
333,ChIJP0-wL-Zt5kcRrB69G6Ly8F8,48.87257270000001,2.3790189,Le Celtic,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.0,60
334,ChIJl2uCsNfd4EcRzaVgtSE_R38,49.443471,1.0937084,Bar flo's café,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.3,60
335,ChIJ47_orxdu5kcR9-UbXDMFDHY,48.8678894,2.3473924,La Garçonnière,"{'0': [{'_1': 13.5, '_2': 18.0}], '1': [], '2': [{'_1': 11.0, '_2': 20.0}], '3': [{'_1': 11.0, '_2': 20.0}], '4': [{'_1': 11.0, '_2': 20.0}], '5': [{'_1': 11.0, '_2': 20.0}], '6': [{'_1': 11.0, '_2': 20.0}]}",4.7,60
336,ChIJ8VLX4T1u5kcRN6siPO0byPw,48.8714444,2.344706,SSSSUNSET,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
337,ChIJ-4hW8xlu5kcR21gdqmVZM_w,48.8649381,2.3504377,Le 37m2 Saint-Denis,"{'0': [{'_1': 12.0, '_2': 19.0}], '1': [], '2': [{'_1': 12.0, '_2': 19.0}], '3': [{'_1': 12.0, '_2': 19.0}], '4': [{'_1': 12.0, '_2': 19.0}], '5': [{'_1': 12.0, '_2': 19.0}], '6': [{'_1': 12.0, '_2': 19.0}]}",4.8,60
338,ChIJ08ve8A5u5kcREXame84zn14,48.86930069999999,2.3601478,Nafa Restaurant,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
339,ChIJRZHRpAtu5kcR7_-TuXzjTyg,48.8728025,2.3647187,Marcel,"{'0': [{'_1': 9.0, '_2': 23.5}], '1': [{'_1': 9.0, '_2': 23.5}], '2': [{'_1': 9.0, '_2': 23.5}], '3': [{'_1': 9.0, '_2': 23.5}], '4': [{'_1': 9.0, '_2': 23.5}], '5': [{'_1': 9.0, '_2': 23.5}], '6': [{'_1': 9.0, '_2': 23.5}]}",3.9,60
340,ChIJ32XOTg5u5kcRUs_9jYE2VPM,48.86896,2.3585062,Le Fil Rouge Café,"{'0': [{'_1': 12.0, '_2': 15.0}], '1': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '2': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '3': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '4': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '5': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}], '6': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.0, '_2': 23.5}]}",3.9,60
341,ChIJTQJD2hFu5kcRn82QmjdVMOk,48.869291,2.3563113,Les Coulisses,"{'0': [{'_1': 7.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}]}",3.0,60
342,ChIJe0yD3RFu5kcRjKIHw4EbzSk,48.8697926,2.3563179,Maison Burger,"{'0': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.5, '_2': 22.5}], '1': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.5, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 15.0}, {'_1': 19.5, '_2': 23.0}]}",4.2,60
343,ChIJxRZW4xFu5kcRUVH2tKYPMIw,48.87059110000001,2.3566314,Modern Times,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
344,ChIJITEOuBNu5kcRW8Gk8N5Qqgo,48.872231,2.353831,TERRA CORSA Petites-Écuries,"{'0': [{'_1': 10.0, '_2': 22.0}], '1': [{'_1': 10.0, '_2': 22.0}], '2': [{'_1': 10.0, '_2': 22.0}], '3': [{'_1': 10.0, '_2': 22.0}], '4': [{'_1': 10.0, '_2': 22.0}], '5': [{'_1': 10.0, '_2': 22.0}], '6': [{'_1': 10.0, '_2': 22.0}]}",3.4,60
345,ChIJ009qyBpu5kcRsFXONSfnL44,48.8646702,2.3557207,Coin de Paradis,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",3.4,60
346,ChIJ1X87K3xMHRURU1V5LzZAHaE,32.0777809,34.7683579,Mexicana,"{'0': [{'_1': 12.0, '_2': 23.75}], '1': [{'_1': 12.0, '_2': 23.75}], '2': [{'_1': 12.0, '_2': 23.75}], '3': [{'_1': 12.0, '_2': 23.75}], '4': [{'_1': 12.0, '_2': 23.75}], '5': [{'_1': 12.0, '_2': 23.75}], '6': [{'_1': 12.0, '_2': 23.75}]}",3.9,120
347,ChIJHbJu2hFu5kcRFtmBKTTn-54,48.86925960000001,2.356318599999999,Le bistrot d'en face,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",1.0,60
348,ChIJ41pXHw5u5kcRdIXM1No1YiE,48.869831,2.35714,CopperBay,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [], '2': [{'_1': 18.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}]}",4.6,60
349,ChIJJ0cZExlu5kcRtLo8-d_pz-E,48.8628578,2.3491391,Le Quid,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [{'_1': 12.0, '_2': 15.0}, {'_1': 17.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 12.0, '_2': 15.0}, {'_1': 17.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 12.0, '_2': 15.0}, {'_1': 17.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 12.0, '_2': 15.0}, {'_1': 17.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 12.0, '_2': 15.0}, {'_1': 17.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}]}",3.9,60
350,ChIJcc0XSxFu5kcR1W4TNp8h0_U,48.870165,2.351340999999999,Au Petit Duc,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",2.9,60
351,ChIJDRuDgBdu5kcRDD-5f_7vLmI,48.8662715,2.3478704,Vino & Cucina,"{'0': [{'_1': 18.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}]}",3.4,60
352,ChIJJYbLohRu5kcR1xZtz5QBk8k,48.8752158,2.3509985,Le Scherkhan,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [{'_1': 8.5, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.5, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.5, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.5, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 8.5, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.5, '_2': 24.0}]}",3.6,60
353,ChIJ_____4JMHRURkePqdliMMF0,32.0778794,34.7676515,Salva Vida,"{'0': [{'_1': 7.0, '_2': 12.5}, {'_1': 18.0, '_2': 23.0}], '1': [{'_1': 7.0, '_2': 12.5}, {'_1': 18.0, '_2': 23.0}], '2': [{'_1': 7.0, '_2': 12.5}, {'_1': 18.0, '_2': 23.0}], '3': [{'_1': 7.0, '_2': 12.5}, {'_1': 18.0, '_2': 23.0}], '4': [{'_1': 7.0, '_2': 12.5}, {'_1': 18.0, '_2': 23.0}], '5': [{'_1': 7.0, '_2': 13.5}, {'_1': 18.0, '_2': 23.0}], '6': [{'_1': 7.0, '_2': 14.5}, {'_1': 18.0, '_2': 23.0}]}",4.3,120
354,ChIJy3iVhC9u5kcR1cCYgwGPi3A,48.8644074,2.3332946,Nodaïwa,"{'0': [], '1': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.0}]}",4.4,60
355,ChIJKwsEyRtu5kcRAA97hWjZP7s,48.863046,2.3518209,Vert Midi,"{'0': [], '1': [{'_1': 9.5, '_2': 16.0}], '2': [{'_1': 9.5, '_2': 16.0}], '3': [{'_1': 9.5, '_2': 16.0}], '4': [{'_1': 9.5, '_2': 16.0}], '5': [{'_1': 9.5, '_2': 16.0}], '6': []}",4.7,60
356,ChIJ3x-w6Pxt5kcRPbVe-vKkt78,48.86419369999999,2.3714108,Le Lutetia,"{'0': [{'_1': 8.0, '_2': 21.0}], '1': [{'_1': 7.0, '_2': 21.0}], '2': [{'_1': 7.0, '_2': 21.0}], '3': [{'_1': 7.0, '_2': 21.0}], '4': [{'_1': 7.0, '_2': 21.0}], '5': [{'_1': 7.0, '_2': 21.0}], '6': [{'_1': 8.0, '_2': 21.0}]}",5.0,60
357,ChIJzcc8-hFu5kcRLSLb7HJC1LI,48.8707358,2.3563343,0 / Gustave by yemanja,"{'0': [], '1': [], '2': [{'_1': 11.0, '_2': 23.0}], '3': [{'_1': 11.0, '_2': 23.0}], '4': [{'_1': 11.0, '_2': 23.0}], '5': [{'_1': 11.0, '_2': 23.0}], '6': [{'_1': 11.0, '_2': 23.0}]}",5.0,60
358,ChIJsUK2NRJu5kcR3mIV33cZGI8,48.87232909999999,2.354268900000001,Julhès Paris,"{'0': [{'_1': 8.0, '_2': 14.0}], '1': [{'_1': 7.5, '_2': 20.0}], '2': [{'_1': 7.5, '_2': 20.0}], '3': [{'_1': 7.5, '_2': 20.0}], '4': [{'_1': 7.5, '_2': 20.0}], '5': [{'_1': 7.5, '_2': 20.0}], '6': [{'_1': 8.0, '_2': 20.0}]}",4.6,60
359,ChIJJUvyzgBy5kcRtvSiuA5hvpE,48.8540171,2.3719432,Charlotte Bar,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [], '2': [{'_1': 17.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}]}",4.0,60
360,ChIJ-SUuzhNu5kcRPxmEZ5wFgD0,48.8718113,2.3536855,Cocktails,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
